"YEAR","ASPECT","SITE","PLOT","NAME","start","peak","end","length"
2017,"N","BH","BHN1","Plagiobothrys tenellus",76,92,100,24
2017,"N","BH","BHN1","Silene gallica",118,118,118,0
2017,"N","BH","BHN1","Trifolium hirtum",118,123,133,15
2017,"N","BH","BHN1","Trifolium willdenovii",92,92,100,8
2017,"N","BH","BHN2","Dichelostemma capitatum",92,92,100,8
2017,"N","BH","BHN2","Erodium botrys",69,69,110,41
2017,"N","BH","BHN2","Erodium cicutarium",69,69,110,41
2017,"N","BH","BHN2","Eschscholzia californica",69,123,150,81
2017,"N","BH","BHN2","Gilia tricolor",100,100,110,10
2017,"N","BH","BHN2","Lupinus bicolor",76,83,118,42
2017,"N","BH","BHN2","Plagiobothrys tenellus",76,83,100,24
2017,"N","BH","BHN2","Silene gallica",118,118,118,0
2017,"N","BH","BHN2","Trifolium angustifolium",142,142,142,0
2017,"N","BH","BHN2","Trifolium hirtum",118,123,133,15
2017,"N","BH","BHN2","Trifolium willdenovii",83,92,100,17
2017,"N","BH","BHN3","Clarkia purpurea",133,133,133,0
2017,"N","BH","BHN3","Dichelostemma capitatum",92,100,110,18
2017,"N","BH","BHN3","Erodium botrys",69,83,118,49
2017,"N","BH","BHN3","Erodium cicutarium",100,100,110,10
2017,"N","BH","BHN3","Eschscholzia californica",100,133,150,50
2017,"N","BH","BHN3","Lasthenia gracilis",83,92,123,40
2017,"N","BH","BHN3","Lupinus bicolor",76,83,100,24
2017,"N","BH","BHN3","Plagiobothrys tenellus",76,83,100,24
2017,"N","BH","BHN3","Silene gallica",118,118,118,0
2017,"N","BH","BHN3","Trifolium hirtum",118,123,133,15
2017,"N","BH","BHN3","Trifolium microcephalum",118,118,118,0
2017,"N","BH","BHN3","Trifolium willdenovii",83,92,100,17
2017,"N","DP","DPN1","Brodiaea elegans",157,157,157,0
2017,"N","DP","DPN1","Calochortus luteus",150,150,150,0
2017,"N","DP","DPN1","Castilleja attenuata",110,118,133,23
2017,"N","DP","DPN1","Clarkia purpurea",142,142,150,8
2017,"N","DP","DPN1","Dichelostemma capitatum",100,118,123,23
2017,"N","DP","DPN1","Erodium cicutarium",100,100,123,23
2017,"N","DP","DPN1","Lasthenia gracilis",133,133,133,0
2017,"N","DP","DPN1","Leptosiphon jepsonii",118,123,133,15
2017,"N","DP","DPN1","Lomatium utriculatum",92,100,118,26
2017,"N","DP","DPN1","Lupinus bicolor",92,100,118,26
2017,"N","DP","DPN1","Microsteris gracilis",83,83,92,9
2017,"N","DP","DPN1","Plagiobothrys tenellus",92,92,92,0
2017,"N","DP","DPN1","Trifolium willdenovii",92,100,118,26
2017,"N","DP","DPN2","Brodiaea elegans",157,157,157,0
2017,"N","DP","DPN2","Calochortus luteus",150,157,157,7
2017,"N","DP","DPN2","Castilleja attenuata",110,118,133,23
2017,"N","DP","DPN2","Clarkia purpurea",142,142,150,8
2017,"N","DP","DPN2","Dichelostemma capitatum",100,110,118,18
2017,"N","DP","DPN2","Erodium cicutarium",92,110,133,41
2017,"N","DP","DPN2","Lasthenia gracilis",123,142,150,27
2017,"N","DP","DPN2","Leptosiphon jepsonii",110,118,133,23
2017,"N","DP","DPN2","Lomatium utriculatum",76,100,118,42
2017,"N","DP","DPN2","Lupinus bicolor",92,92,123,31
2017,"N","DP","DPN2","Primula hendersonii",63,76,83,20
2017,"N","DP","DPN2","Trifolium willdenovii",92,100,118,26
2017,"N","DP","DPN3","Castilleja attenuata",110,118,123,13
2017,"N","DP","DPN3","Clarkia purpurea",142,142,150,8
2017,"N","DP","DPN3","Dichelostemma capitatum",118,118,123,5
2017,"N","DP","DPN3","Erodium cicutarium",100,100,100,0
2017,"N","DP","DPN3","Lasthenia gracilis",123,133,142,19
2017,"N","DP","DPN3","Leptosiphon jepsonii",118,123,133,15
2017,"N","DP","DPN3","Lomatium utriculatum",69,92,118,49
2017,"N","DP","DPN3","Lupinus bicolor",92,92,133,41
2017,"N","DP","DPN3","Microsteris gracilis",83,83,100,17
2017,"N","DP","DPN3","Primula hendersonii",69,76,123,54
2017,"N","DP","DPN3","Trifolium bifidum",92,92,92,0
2017,"N","DP","DPN3","Trifolium microcephalum",100,100,110,10
2017,"N","DP","DPN3","Trifolium oliganthum",110,110,110,0
2017,"N","DP","DPN3","Trifolium willdenovii",92,100,118,26
2017,"N","FR","FRN1","Amsinckia menziesii",100,100,100,0
2017,"N","FR","FRN1","Erodium botrys",92,110,118,26
2017,"N","FR","FRN1","Erodium cicutarium",118,118,118,0
2017,"N","FR","FRN1","Plagiobothrys tenellus",92,100,118,26
2017,"N","FR","FRN1","Sherardia arvensis",110,118,123,13
2017,"N","FR","FRN1","Trifolium hirtum",123,133,142,19
2017,"N","FR","FRN1","Trifolium microdon",110,110,110,0
2017,"N","FR","FRN1","Trifolium willdenovii",110,110,110,0
2017,"N","FR","FRN1","Vicia sativa",92,110,123,31
2017,"N","FR","FRN2","Amsinckia menziesii",110,118,123,13
2017,"N","FR","FRN2","Carduus pycnocephalus",133,150,168,35
2017,"N","FR","FRN2","Erodium botrys",100,110,142,42
2017,"N","FR","FRN2","Erodium cicutarium",100,100,142,42
2017,"N","FR","FRN2","Lupinus bicolor",100,100,123,23
2017,"N","FR","FRN2","Plagiobothrys tenellus",100,118,123,23
2017,"N","FR","FRN2","Trifolium hirtum",123,133,142,19
2017,"N","FR","FRN2","Vicia sativa",110,110,110,0
2017,"N","FR","FRN3","Amsinckia menziesii",118,123,142,24
2017,"N","FR","FRN3","Carduus pycnocephalus",133,150,168,35
2017,"N","FR","FRN3","Erodium cicutarium",118,118,142,24
2017,"N","FR","FRN3","Sherardia arvensis",100,123,133,33
2017,"N","FR","FRN3","Sidalcea malviflora subsp. laciniata",150,150,150,0
2017,"N","FR","FRN3","Trifolium subterraneum",118,118,133,15
2017,"N","FR","FRN3","Vicia sativa",110,118,123,13
2017,"N","TP","TPN1","Agoseris grandiflora",142,142,142,0
2017,"N","TP","TPN1","Carduus pycnocephalus",133,133,133,0
2017,"N","TP","TPN1","Castilleja attenuata",118,123,133,15
2017,"N","TP","TPN1","Claytonia perfoliata",100,100,100,0
2017,"N","TP","TPN1","Dichelostemma capitatum",110,118,133,23
2017,"N","TP","TPN1","Lasthenia californica",123,133,142,19
2017,"N","TP","TPN1","Lasthenia gracilis",150,150,150,0
2017,"N","TP","TPN1","Leptosiphon jepsonii",118,123,142,24
2017,"N","TP","TPN1","Linum bienne",142,142,163,21
2017,"N","TP","TPN1","Lomatium utriculatum",110,110,118,8
2017,"N","TP","TPN1","Lupinus bicolor",92,100,123,31
2017,"N","TP","TPN1","Ranunculus occidentalis",83,100,118,35
2017,"N","TP","TPN1","Silene gallica",133,133,133,0
2017,"N","TP","TPN1","Trifolium angustifolium",150,150,150,0
2017,"N","TP","TPN1","Trifolium microcephalum",110,123,133,23
2017,"N","TP","TPN1","Trifolium microdon",110,123,133,23
2017,"N","TP","TPN1","Vicia sativa",92,110,123,31
2017,"N","TP","TPN2","Carduus pycnocephalus",133,133,157,24
2017,"N","TP","TPN2","Clarkia purpurea",92,92,92,0
2017,"N","TP","TPN2","Claytonia perfoliata",83,83,118,35
2017,"N","TP","TPN2","Dichelostemma capitatum",110,110,110,0
2017,"N","TP","TPN2","Lactuca serriola",123,123,123,0
2017,"N","TP","TPN2","Linum bienne",133,150,163,30
2017,"N","TP","TPN2","Lomatium utriculatum",110,118,123,13
2017,"N","TP","TPN2","Ranunculus occidentalis",76,92,133,57
2017,"N","TP","TPN2","Trifolium angustifolium",133,142,150,17
2017,"N","TP","TPN2","Trifolium hirtum",123,133,142,19
2017,"N","TP","TPN2","Vicia sativa",92,110,118,26
2017,"N","TP","TPN3","Brodiaea elegans",157,163,168,11
2017,"N","TP","TPN3","Carduus pycnocephalus",133,133,133,0
2017,"N","TP","TPN3","Clarkia purpurea",133,133,133,0
2017,"N","TP","TPN3","Claytonia perfoliata",83,92,100,17
2017,"N","TP","TPN3","Dichelostemma capitatum",118,118,123,5
2017,"N","TP","TPN3","Lasthenia californica",123,133,142,19
2017,"N","TP","TPN3","Lasthenia gracilis",150,150,157,7
2017,"N","TP","TPN3","Leptosiphon jepsonii",110,118,142,32
2017,"N","TP","TPN3","Linum bienne",133,142,157,24
2017,"N","TP","TPN3","Lupinus bicolor",83,92,92,9
2017,"N","TP","TPN3","Trifolium angustifolium",133,142,150,17
2017,"N","TP","TPN3","Trifolium hirtum",123,133,142,19
2017,"N","TP","TPN3","Trifolium microcephalum",110,123,133,23
2017,"N","TP","TPN3","Trifolium microdon",100,110,123,23
2017,"N","TP","TPN3","Vicia sativa",92,100,110,18
2017,"N","TT","TTN1","Brodiaea elegans",157,163,168,11
2017,"N","TT","TTN1","Calochortus vestae",163,168,168,5
2017,"N","TT","TTN1","Lasthenia gracilis",110,118,123,13
2017,"N","TT","TTN1","Lomatium utriculatum",100,110,118,18
2017,"N","TT","TTN1","Ranunculus occidentalis",76,100,110,34
2017,"N","TT","TTN1","Sisyrinchium bellum",110,123,133,23
2017,"N","TT","TTN1","Trifolium bifidum",100,110,123,23
2017,"N","TT","TTN1","Trifolium microdon",110,118,118,8
2017,"N","TT","TTN11","Acmispon brachycarpus",100,118,133,33
2017,"N","TT","TTN11","Claytonia gypsophiloides",63,76,83,20
2017,"N","TT","TTN11","Lasthenia californica",100,118,133,33
2017,"N","TT","TTN11","Leptosiphon latisectus",92,110,123,31
2017,"N","TT","TTN11","Lomatium utriculatum",92,100,118,26
2017,"N","TT","TTN12","Acmispon brachycarpus",110,123,133,23
2017,"N","TT","TTN12","Claytonia gypsophiloides",63,69,83,20
2017,"N","TT","TTN12","Dichelostemma capitatum",110,118,123,13
2017,"N","TT","TTN12","Lasthenia californica",100,118,123,23
2017,"N","TT","TTN12","Leptosiphon latisectus",92,110,123,31
2017,"N","TT","TTN12","Lomatium utriculatum",92,118,118,26
2017,"N","TT","TTN13","Acmispon brachycarpus",100,110,133,33
2017,"N","TT","TTN13","Claytonia gypsophiloides",63,76,92,29
2017,"N","TT","TTN13","Dichelostemma capitatum",100,110,133,33
2017,"N","TT","TTN13","Dichelostemma congestum",123,123,123,0
2017,"N","TT","TTN13","Lasthenia californica",110,118,133,23
2017,"N","TT","TTN13","Leptosiphon latisectus",100,110,123,23
2017,"N","TT","TTN13","Lomatium utriculatum",92,100,118,26
2017,"N","TT","TTN2","Brodiaea elegans",163,163,163,0
2017,"N","TT","TTN2","Calochortus vestae",168,168,168,0
2017,"N","TT","TTN2","Lasthenia gracilis",110,118,123,13
2017,"N","TT","TTN2","Lomatium utriculatum",118,118,118,0
2017,"N","TT","TTN2","Microseris douglasii",123,123,123,0
2017,"N","TT","TTN2","Ranunculus occidentalis",92,100,118,26
2017,"N","TT","TTN2","Sisyrinchium bellum",110,123,123,13
2017,"N","TT","TTN2","Trifolium bifidum",100,110,123,23
2017,"N","TT","TTN21","Dichelostemma capitatum",69,69,69,0
2017,"N","TT","TTN3","Calochortus vestae",168,168,168,0
2017,"N","TT","TTN3","Lasthenia gracilis",100,118,133,33
2017,"N","TT","TTN3","Microseris douglasii",123,123,123,0
2017,"N","TT","TTN3","Ranunculus occidentalis",92,100,118,26
2017,"N","TT","TTN3","Sisyrinchium bellum",110,118,123,13
2017,"N","TT","TTN3","Trifolium bifidum",100,118,123,23
2017,"N","TT","TTN3","Trifolium microdon",100,118,123,23
2017,"S","BH","BHS1","Convolvulus arvensis",133,157,168,35
2017,"S","BH","BHS1","Dichelostemma capitatum",83,83,92,9
2017,"S","BH","BHS1","Erodium botrys",92,100,123,31
2017,"S","BH","BHS1","Erodium cicutarium",110,110,110,0
2017,"S","BH","BHS1","Trifolium angustifolium",142,142,142,0
2017,"S","BH","BHS1","Trifolium subterraneum",63,63,76,13
2017,"S","BH","BHS2","Convolvulus arvensis",163,178,178,15
2017,"S","BH","BHS2","Erodium botrys",83,100,123,40
2017,"S","BH","BHS2","Erodium cicutarium",69,69,69,0
2017,"S","BH","BHS2","Linum bienne",133,142,163,30
2017,"S","BH","BHS2","Romulea rosea",76,76,76,0
2017,"S","BH","BHS2","Trifolium angustifolium",123,133,142,19
2017,"S","BH","BHS2","Trifolium hirtum",110,123,142,32
2017,"S","BH","BHS2","Trifolium subterraneum",63,76,76,13
2017,"S","BH","BHS3","Dichelostemma capitatum",83,92,92,9
2017,"S","BH","BHS3","Erodium botrys",83,92,123,40
2017,"S","BH","BHS3","Erodium cicutarium",63,69,100,37
2017,"S","BH","BHS3","Hedypnois cretica",100,100,123,23
2017,"S","BH","BHS3","Trifolium angustifolium",133,133,133,0
2017,"S","BH","BHS3","Trifolium hirtum",100,118,133,33
2017,"S","BH","BHS3","Trifolium subterraneum",63,69,76,13
2017,"S","DP","DPS1","Acmispon brachycarpus",100,110,123,23
2017,"S","DP","DPS1","Calochortus luteus",150,150,150,0
2017,"S","DP","DPS1","Castilleja attenuata",100,110,118,18
2017,"S","DP","DPS1","Clarkia purpurea",142,142,150,8
2017,"S","DP","DPS1","Dichelostemma capitatum",83,92,110,27
2017,"S","DP","DPS1","Erodium botrys",63,69,92,29
2017,"S","DP","DPS1","Erodium cicutarium",69,69,118,49
2017,"S","DP","DPS1","Gilia tricolor",100,110,123,23
2017,"S","DP","DPS1","Leptosiphon jepsonii",100,100,118,18
2017,"S","DP","DPS1","Lupinus bicolor",76,83,92,16
2017,"S","DP","DPS1","Microsteris gracilis",118,118,118,0
2017,"S","DP","DPS1","Trifolium hirtum",110,123,133,23
2017,"S","DP","DPS2","Acmispon brachycarpus",92,110,123,31
2017,"S","DP","DPS2","Dichelostemma capitatum",92,100,110,18
2017,"S","DP","DPS2","Erodium botrys",63,69,118,55
2017,"S","DP","DPS2","Erodium cicutarium",69,76,100,31
2017,"S","DP","DPS2","Gilia tricolor",100,110,123,23
2017,"S","DP","DPS2","Lasthenia gracilis",118,123,123,5
2017,"S","DP","DPS2","Lathyrus angulatus",110,123,123,13
2017,"S","DP","DPS2","Lupinus bicolor",76,92,118,42
2017,"S","DP","DPS2","Trifolium angustifolium",142,142,142,0
2017,"S","DP","DPS2","Trifolium hirtum",118,123,133,15
2017,"S","DP","DPS2","Trifolium subterraneum",63,69,76,13
2017,"S","DP","DPS3","Acmispon brachycarpus",92,100,123,31
2017,"S","DP","DPS3","Clarkia purpurea",142,150,157,15
2017,"S","DP","DPS3","Dichelostemma capitatum",83,92,100,17
2017,"S","DP","DPS3","Erodium botrys",63,69,118,55
2017,"S","DP","DPS3","Erodium cicutarium",69,69,118,49
2017,"S","DP","DPS3","Lasthenia gracilis",123,123,133,10
2017,"S","DP","DPS3","Lathyrus angulatus",110,123,133,23
2017,"S","DP","DPS3","Lupinus bicolor",92,92,92,0
2017,"S","DP","DPS3","Trifolium hirtum",118,133,142,24
2017,"S","DP","DPS3","Trifolium microcephalum",123,123,123,0
2017,"S","DP","DPS3","Trifolium subterraneum",76,76,76,0
2017,"S","FR","FRS1","Erodium botrys",92,100,118,26
2017,"S","FR","FRS1","Erodium cicutarium",69,100,118,49
2017,"S","FR","FRS1","Hedypnois cretica",118,123,133,15
2017,"S","FR","FRS1","Silene gallica",118,118,133,15
2017,"S","FR","FRS1","Trifolium angustifolium",142,142,142,0
2017,"S","FR","FRS1","Trifolium hirtum",118,123,142,24
2017,"S","FR","FRS2","Erodium botrys",92,100,133,41
2017,"S","FR","FRS2","Erodium cicutarium",100,100,150,50
2017,"S","FR","FRS2","Plagiobothrys tenellus",110,110,110,0
2017,"S","FR","FRS2","Silene gallica",118,123,133,15
2017,"S","FR","FRS2","Trifolium hirtum",118,150,157,39
2017,"S","FR","FRS3","Dichelostemma capitatum",110,110,110,0
2017,"S","FR","FRS3","Erodium botrys",92,110,142,50
2017,"S","FR","FRS3","Lupinus bicolor",76,76,83,7
2017,"S","FR","FRS3","Trifolium hirtum",123,133,142,19
2017,"S","TP","TPS1","Brodiaea elegans",150,157,163,13
2017,"S","TP","TPS1","Erodium botrys",69,100,123,54
2017,"S","TP","TPS1","Hedypnois cretica",110,110,110,0
2017,"S","TP","TPS1","Linum bienne",142,142,142,0
2017,"S","TP","TPS1","Sanicula bipinnatifida",76,76,92,16
2017,"S","TP","TPS1","Trifolium angustifolium",150,150,150,0
2017,"S","TP","TPS1","Trifolium hirtum",118,123,133,15
2017,"S","TP","TPS1","Trifolium microcephalum",110,123,123,13
2017,"S","TP","TPS2","Brodiaea elegans",157,157,157,0
2017,"S","TP","TPS2","Carduus pycnocephalus",123,142,150,27
2017,"S","TP","TPS2","Dichelostemma capitatum",110,118,123,13
2017,"S","TP","TPS2","Erodium botrys",76,100,123,47
2017,"S","TP","TPS2","Plagiobothrys tenellus",76,92,100,24
2017,"S","TP","TPS2","Sanicula bipinnatifida",83,92,110,27
2017,"S","TP","TPS2","Trifolium hirtum",118,123,133,15
2017,"S","TP","TPS2","Trifolium microcephalum",110,110,110,0
2017,"S","TP","TPS3","Brodiaea elegans",157,157,157,0
2017,"S","TP","TPS3","Erodium botrys",69,100,118,49
2017,"S","TP","TPS3","Plagiobothrys tenellus",76,76,76,0
2017,"S","TP","TPS3","Sanicula bipinnatifida",83,92,100,17
2017,"S","TP","TPS3","Silene gallica",118,118,118,0
2017,"S","TP","TPS3","Trifolium hirtum",118,123,133,15
2017,"S","TP","TPS3","Trifolium microcephalum",110,123,123,13
2017,"S","TP","TPS3","Trifolium microdon",83,83,83,0
2017,"S","TT","TTS1","Acmispon brachycarpus",92,110,123,31
2017,"S","TT","TTS1","Centaurea solstitialis",157,163,178,21
2017,"S","TT","TTS1","Dichelostemma capitatum",83,92,100,17
2017,"S","TT","TTS1","Lasthenia gracilis",100,110,123,23
2017,"S","TT","TTS1","Silene gallica",110,118,133,23
2017,"S","TT","TTS11","Dichelostemma capitatum",76,76,76,0
2017,"S","TT","TTS12","Dichelostemma capitatum",76,76,76,0
2017,"S","TT","TTS2","Acmispon brachycarpus",92,110,123,31
2017,"S","TT","TTS2","Dichelostemma capitatum",76,92,110,34
2017,"S","TT","TTS2","Silene gallica",100,118,123,23
2017,"S","TT","TTS2","Trifolium oliganthum",100,100,100,0
2017,"S","TT","TTS2","Trifolium willdenovii",100,100,100,0
2017,"S","TT","TTS21","Acmispon brachycarpus",92,110,123,31
2017,"S","TT","TTS21","Centromadia fitchii",157,168,178,21
2017,"S","TT","TTS21","Dichelostemma capitatum",83,83,110,27
2017,"S","TT","TTS21","Lomatium utriculatum",92,92,118,26
2017,"S","TT","TTS22","Acmispon brachycarpus",92,118,123,31
2017,"S","TT","TTS22","Dichelostemma capitatum",92,100,118,26
2017,"S","TT","TTS22","Silene gallica",110,110,123,13
2017,"S","TT","TTS23","Acmispon brachycarpus",100,118,133,33
2017,"S","TT","TTS23","Dichelostemma capitatum",83,83,92,9
2017,"S","TT","TTS23","Silene gallica",110,110,118,8
2017,"S","TT","TTS23","Trifolium willdenovii",110,110,110,0
2017,"S","TT","TTS3","Acmispon brachycarpus",92,110,123,31
2017,"S","TT","TTS3","Centaurea solstitialis",163,163,163,0
2017,"S","TT","TTS3","Dichelostemma capitatum",76,92,110,34
2017,"S","TT","TTS3","Erodium cicutarium",100,100,118,18
2017,"S","TT","TTS3","Silene gallica",110,118,123,13
2017,"S","TT","TTS3","Trifolium willdenovii",100,100,100,0
2018,"N","BH","BHN1","Dichelostemma capitatum",97,106,106,9
2018,"N","BH","BHN1","Erodium botrys",63,78,106,43
2018,"N","BH","BHN1","Erodium cicutarium",78,85,106,28
2018,"N","BH","BHN1","Eschscholzia californica",92,121,128,36
2018,"N","BH","BHN1","Lasthenia gracilis",92,97,128,36
2018,"N","BH","BHN1","Lupinus bicolor",78,92,128,50
2018,"N","BH","BHN1","Plagiobothrys tenellus",92,106,106,14
2018,"N","BH","BHN1","Trifolium hirtum",121,128,128,7
2018,"N","BH","BHN1","Trifolium willdenovii",85,92,106,21
2018,"N","BH","BHN2","Dichelostemma capitatum",85,106,121,36
2018,"N","BH","BHN2","Erodium botrys",63,85,106,43
2018,"N","BH","BHN2","Erodium cicutarium",78,85,97,19
2018,"N","BH","BHN2","Eschscholzia californica",78,121,144,66
2018,"N","BH","BHN2","Hedypnois cretica",106,106,106,0
2018,"N","BH","BHN2","Lasthenia gracilis",85,85,85,0
2018,"N","BH","BHN2","Lomatium utriculatum",78,92,121,43
2018,"N","BH","BHN2","Lupinus bicolor",78,92,121,43
2018,"N","BH","BHN2","Plagiobothrys tenellus",92,97,121,29
2018,"N","BH","BHN2","Trifolium hirtum",121,121,128,7
2018,"N","BH","BHN2","Trifolium willdenovii",92,97,106,14
2018,"N","BH","BHN3","Clarkia purpurea",137,137,137,0
2018,"N","BH","BHN3","Dichelostemma capitatum",106,106,121,15
2018,"N","BH","BHN3","Erodium botrys",63,85,106,43
2018,"N","BH","BHN3","Erodium cicutarium",63,85,97,34
2018,"N","BH","BHN3","Eschscholzia californica",106,128,150,44
2018,"N","BH","BHN3","Lasthenia gracilis",92,97,121,29
2018,"N","BH","BHN3","Lupinus bicolor",78,92,106,28
2018,"N","BH","BHN3","Plagiobothrys tenellus",85,92,106,21
2018,"N","BH","BHN3","Trifolium hirtum",128,128,128,0
2018,"N","BH","BHN3","Trifolium willdenovii",92,97,106,14
2018,"N","DP","DPN1","Calochortus vestae",158,158,158,0
2018,"N","DP","DPN1","Castilleja attenuata",106,121,128,22
2018,"N","DP","DPN1","Clarkia purpurea",137,137,150,13
2018,"N","DP","DPN1","Dichelostemma capitatum",106,121,128,22
2018,"N","DP","DPN1","Erodium botrys",78,78,78,0
2018,"N","DP","DPN1","Erodium cicutarium",85,97,128,43
2018,"N","DP","DPN1","Lasthenia gracilis",121,121,121,0
2018,"N","DP","DPN1","Leptosiphon jepsonii",121,121,137,16
2018,"N","DP","DPN1","Lomatium utriculatum",92,92,106,14
2018,"N","DP","DPN1","Lupinus bicolor",92,97,128,36
2018,"N","DP","DPN1","Microseris douglasii",144,144,150,6
2018,"N","DP","DPN1","Microsteris gracilis",92,97,106,14
2018,"N","DP","DPN1","Plagiobothrys tenellus",97,97,106,9
2018,"N","DP","DPN1","Trifolium willdenovii",92,106,106,14
2018,"N","DP","DPN2","Calochortus vestae",150,158,158,8
2018,"N","DP","DPN2","Castilleja attenuata",106,121,128,22
2018,"N","DP","DPN2","Clarkia purpurea",137,137,150,13
2018,"N","DP","DPN2","Dichelostemma capitatum",97,121,121,24
2018,"N","DP","DPN2","Erodium botrys",92,92,92,0
2018,"N","DP","DPN2","Erodium cicutarium",78,92,128,50
2018,"N","DP","DPN2","Lasthenia gracilis",106,121,128,22
2018,"N","DP","DPN2","Leptosiphon jepsonii",121,121,137,16
2018,"N","DP","DPN2","Lomatium utriculatum",78,97,121,43
2018,"N","DP","DPN2","Lupinus bicolor",92,97,121,29
2018,"N","DP","DPN2","Microsteris gracilis",85,92,97,12
2018,"N","DP","DPN2","Plagiobothrys tenellus",97,97,97,0
2018,"N","DP","DPN2","Primula hendersonii",63,63,92,29
2018,"N","DP","DPN2","Sanicula bipinnatifida",106,106,121,15
2018,"N","DP","DPN2","Trifolium willdenovii",92,106,106,14
2018,"N","DP","DPN3","Calochortus vestae",158,158,158,0
2018,"N","DP","DPN3","Castilleja attenuata",106,121,128,22
2018,"N","DP","DPN3","Clarkia purpurea",137,144,158,21
2018,"N","DP","DPN3","Dichelostemma capitatum",121,121,121,0
2018,"N","DP","DPN3","Lasthenia gracilis",106,106,128,22
2018,"N","DP","DPN3","Leptosiphon jepsonii",121,121,137,16
2018,"N","DP","DPN3","Lomatium utriculatum",78,97,106,28
2018,"N","DP","DPN3","Lupinus bicolor",85,97,128,43
2018,"N","DP","DPN3","Microsteris gracilis",92,92,97,5
2018,"N","DP","DPN3","Primula hendersonii",63,78,85,22
2018,"N","DP","DPN3","Trifolium microcephalum",106,106,106,0
2018,"N","DP","DPN3","Trifolium willdenovii",97,106,106,9
2018,"N","FR","FRN1","Amsinckia menziesii",92,106,121,29
2018,"N","FR","FRN1","Brodiaea elegans",158,158,158,0
2018,"N","FR","FRN1","Erodium botrys",78,97,121,43
2018,"N","FR","FRN1","Erodium cicutarium",78,92,106,28
2018,"N","FR","FRN1","Lasthenia gracilis",106,121,128,22
2018,"N","FR","FRN1","Lupinus bicolor",78,106,121,43
2018,"N","FR","FRN1","Plagiobothrys tenellus",92,106,128,36
2018,"N","FR","FRN1","Sherardia arvensis",92,97,121,29
2018,"N","FR","FRN1","Trifolium angustifolium",144,144,144,0
2018,"N","FR","FRN1","Trifolium hirtum",128,137,144,16
2018,"N","FR","FRN2","Amsinckia menziesii",106,121,144,38
2018,"N","FR","FRN2","Brodiaea elegans",158,158,158,0
2018,"N","FR","FRN2","Carduus pycnocephalus",128,128,128,0
2018,"N","FR","FRN2","Erodium botrys",78,97,175,97
2018,"N","FR","FRN2","Erodium cicutarium",78,92,121,43
2018,"N","FR","FRN2","Lasthenia gracilis",106,121,128,22
2018,"N","FR","FRN2","Lupinus bicolor",92,121,128,36
2018,"N","FR","FRN2","Plagiobothrys tenellus",92,97,128,36
2018,"N","FR","FRN3","Amsinckia menziesii",106,121,128,22
2018,"N","FR","FRN3","Carduus pycnocephalus",137,144,175,38
2018,"N","FR","FRN3","Claytonia perfoliata",85,85,92,7
2018,"N","FR","FRN3","Erodium botrys",78,106,121,43
2018,"N","FR","FRN3","Erodium cicutarium",78,97,121,43
2018,"N","FR","FRN3","Lasthenia gracilis",121,128,128,7
2018,"N","FR","FRN3","Sherardia arvensis",92,106,128,36
2018,"N","FR","FRN3","Sidalcea malviflora subsp. laciniata",128,128,144,16
2018,"N","FR","FRN3","Trifolium angustifolium",150,150,150,0
2018,"N","FR","FRN3","Trifolium dubium",128,128,144,16
2018,"N","FR","FRN3","Trifolium hirtum",121,137,144,23
2018,"N","FR","FRN3","Vicia sativa",106,106,128,22
2018,"N","TP","TPN1","Achillea millefolium",137,150,150,13
2018,"N","TP","TPN1","Agoseris grandiflora",128,137,144,16
2018,"N","TP","TPN1","Castilleja attenuata",137,137,137,0
2018,"N","TP","TPN1","Claytonia perfoliata",85,92,106,21
2018,"N","TP","TPN1","Dichelostemma capitatum",106,121,128,22
2018,"N","TP","TPN1","Lasthenia gracilis",121,128,128,7
2018,"N","TP","TPN1","Leptosiphon jepsonii",121,128,144,23
2018,"N","TP","TPN1","Linum bienne",128,144,150,22
2018,"N","TP","TPN1","Lomatium utriculatum",92,106,121,29
2018,"N","TP","TPN1","Lupinus bicolor",106,121,128,22
2018,"N","TP","TPN1","Ranunculus occidentalis",85,97,121,36
2018,"N","TP","TPN1","Silene gallica",121,128,137,16
2018,"N","TP","TPN1","Trifolium angustifolium",137,150,150,13
2018,"N","TP","TPN1","Trifolium microcephalum",106,121,137,31
2018,"N","TP","TPN1","Trifolium microdon",106,121,128,22
2018,"N","TP","TPN1","Vicia sativa",92,106,106,14
2018,"N","TP","TPN2","Agoseris grandiflora",137,137,150,13
2018,"N","TP","TPN2","Carduus pycnocephalus",137,144,158,21
2018,"N","TP","TPN2","Claytonia perfoliata",85,97,106,21
2018,"N","TP","TPN2","Dichelostemma capitatum",97,106,128,31
2018,"N","TP","TPN2","Lasthenia gracilis",121,121,121,0
2018,"N","TP","TPN2","Leptosiphon jepsonii",106,121,121,15
2018,"N","TP","TPN2","Linum bienne",128,144,150,22
2018,"N","TP","TPN2","Lomatium utriculatum",121,121,128,7
2018,"N","TP","TPN2","Lysimachia arvensis",121,128,128,7
2018,"N","TP","TPN2","Microseris douglasii",150,150,150,0
2018,"N","TP","TPN2","Ranunculus occidentalis",78,97,121,43
2018,"N","TP","TPN2","Silene gallica",121,128,144,23
2018,"N","TP","TPN2","Trifolium angustifolium",144,150,150,6
2018,"N","TP","TPN2","Trifolium hirtum",128,137,144,16
2018,"N","TP","TPN2","Trifolium microcephalum",121,121,137,16
